user_id,item_id,recommend
97396295,301520,True
97396295,243870,True
97396295,218230,False
97396295,291550,False
76561198126640317,251570,True
76561198126640317,221100,True
76561198126640317,316010,True
76561198126640317,218230,True
76561198126640317,333930,True
76561198126640317,222880,True
76561198126640317,730,True
DemonicWolvz,55230,True
DemonicWolvz,232090,True
DemonicWolvz,4000,True
DemonicWolvz,206420,True
DemonicWolvz,224260,True
DemonicWolvz,550,True
DieMadchenschanderin,346110,True
DieMadchenschanderin,380770,False
DieMadchenschanderin,454890,True
DieMadchenschanderin,227680,False
ohnospaghet,1840,True
ohnospaghet,440,True
ohnospaghet,266210,True
ohnospaghet,369200,True
ohnospaghet,252490,False
ohnospaghet,264200,True
2768820078,287700,True
2768820078,730,False
2768820078,310950,True
2768820078,377160,True
2768820078,221380,True
2768820078,333950,True
2768820078,222420,False
2768820078,271590,True
2768820078,298110,True
2768820078,222440,True
76561198056392326,259530,True
76561198056392326,219640,False
76561198056392326,269210,False
TeCool,274980,True
TeCool,202090,True
TeCool,339280,True
TeCool,314130,False
2xDelorean,570,True
2xDelorean,212680,True
2xDelorean,200210,True
2xDelorean,440,True
washington_,440,False
washington_,4000,True
washington_,211820,True
washington_,10180,True
washington_,252490,True
washington_,417860,True
76561198088944293,359550,True
76561198088944293,107410,True
76561198088944293,218230,False
76561198088944293,437701,False
76561198088944293,304930,True
76561198092540221,400,True
76561198092540221,620,True
76561198092540221,238460,True
76561198092540221,6060,True
76561198092540221,440,True
Pyromanic,31280,True
Pyromanic,4000,True
Pyromanic,240,True
WitchHunter4542,304930,True
WitchHunter4542,237310,True
WitchHunter4542,224260,True
76561198043458582,105600,True
76561198043458582,221100,True
76561198043458582,107410,True
76561198043458582,231430,True
1337lolroflmao,271590,True
1337lolroflmao,218620,True
1337lolroflmao,219740,True
1337lolroflmao,7940,True
1337lolroflmao,234190,True
1337lolroflmao,10180,True
1337lolroflmao,33900,True
1337lolroflmao,261030,True
1337lolroflmao,243470,True
OzfurAtlas,218620,False
OzfurAtlas,4700,True
OzfurAtlas,212680,True
76561198065593074,304930,False
76561198065593074,730,False
76561198065593074,304050,True
76561198065593074,203750,True
76561198044169764,227940,False
76561198044169764,355180,False
76561198044169764,730,True
76561198044169764,4000,True
76561198074935997,221100,False
76561198074935997,365590,False
76561198074935997,299740,True
76561198074935997,346110,False
76561198074935997,275850,False
76561198074935997,400800,False
76561198074935997,252490,False
76561198074935997,437220,False
Mastic,304050,False
Mastic,297130,True
Mastic,397570,True
Mastic,550,True
Mastic,206420,True
Mastic,278360,False
tarjla,242760,True
tarjla,304930,True
tarjla,441790,True
tarjla,265750,True
tarjla,252490,True
tarjla,4000,True
tarjla,211820,True
tarjla,105600,True
tarjla,251570,True
tarjla,730,True
deathnz1,233110,False
deathnz1,322910,False
deathnz1,276340,True
redsncrimson,448530,True
redsncrimson,304410,True
redsncrimson,620,True
redsncrimson,274920,True
redsncrimson,211820,True
redsncrimson,219890,True
redsncrimson,49520,True
redsncrimson,223510,True
redsncrimson,440,True
H1DD3NT3RR0R,240,True
H1DD3NT3RR0R,105600,True
H1DD3NT3RR0R,204300,True
H1DD3NT3RR0R,730,True
H1DD3NT3RR0R,440,False
H1DD3NT3RR0R,570,True
Michaelele,6060,True
Michaelele,730,True
Michaelele,107410,True
Michaelele,304930,True
76561198048417105,271590,True
76561198048417105,730,True
76561198048417105,244160,True
76561198048417105,270880,True
jjas01,208812,False
jjas01,218620,False
jjas01,243120,True
jjas01,234140,True
jjas01,204450,True
jjas01,225260,True
jjas01,50300,True
jjas01,201810,True
jjas01,212630,False
jjas01,427820,False
3xotic26,500,True
3xotic26,440,True
3xotic26,49520,True
3xotic26,550,True
L4M1NAS,227940,True
L4M1NAS,437220,True
L4M1NAS,221100,True
mrpfresh,236110,True
mrpfresh,346110,True
mrpfresh,232790,True
GamerFag,440,True
GamerFag,70,True
GamerFag,420,True
GamerFag,380,True
GamerFag,220,True
GamerFag,1250,True
EHS-R3AP3R,339230,False
EHS-R3AP3R,349700,True
EHS-R3AP3R,226700,True
EHS-R3AP3R,209160,True
chidori_647,219990,True
chidori_647,213670,True
chidori_647,21100,False
chidori_647,8190,True
chidori_647,215470,False
ulramite,290020,True
ulramite,248860,True
ulramite,211820,True
76561198078799606,370240,False
76561198078799606,730,True
76561198078799606,233450,True
I_DID_911_JUST_SAYING,214420,True
I_DID_911_JUST_SAYING,365670,True
I_DID_911_JUST_SAYING,440,True
I_DID_911_JUST_SAYING,4000,True
I_DID_911_JUST_SAYING,221260,True
diabeticfuck,218620,True
diabeticfuck,419070,True
diabeticfuck,333930,False
diabeticfuck,287700,True
76561198054465623,302830,False
76561198054465623,24240,True
76561198054465623,39800,True
76561198054465623,250600,True
76561198054465623,105600,True
76561198054465623,113020,True
FrankoWalker,310370,True
FrankoWalker,260410,True
FrankoWalker,236390,True
SALTTHEW0UND,248820,True
SALTTHEW0UND,730,True
SALTTHEW0UND,550,True
SALTTHEW0UND,204030,True
SALTTHEW0UND,440,True
SALTTHEW0UND,383080,True
76561198074644990,242760,True
76561198074644990,207230,True
76561198074644990,9180,False
Acidius99,218620,True
Acidius99,292030,True
Acidius99,261640,True
Acidius99,220240,True
Acidius99,271290,False
acorn13,313740,True
acorn13,34330,True
acorn13,271590,True
mrfunkyjunkie,233250,True
mrfunkyjunkie,256350,True
mrfunkyjunkie,249380,True
76561198167207237,337320,True
76561198167207237,391540,True
76561198167207237,265930,True
76561198167207237,620,True
76561198073508075,10090,True
76561198073508075,251570,True
76561198073508075,218680,True
advenger95,22370,True
advenger95,307690,True
advenger95,72850,True
Agronoth,244850,True
Agronoth,221640,True
Agronoth,104900,True
Agronoth,105600,True
Agronoth,9450,False
UnholyFallenAngel,262410,True
UnholyFallenAngel,222940,True
UnholyFallenAngel,221040,True
76561198068565589,221100,True
76561198068565589,286570,True
76561198068565589,263440,False
NaruseAiria,317360,True
NaruseAiria,108600,True
NaruseAiria,259080,True
NaruseAiria,208520,True
Albolah,283920,True
Albolah,440,True
Albolah,294650,True
maxpaynepillkiller,319630,True
maxpaynepillkiller,12120,True
maxpaynepillkiller,241930,True
maxpaynepillkiller,428690,True
maxpaynepillkiller,55230,True
maxpaynepillkiller,243470,False
AlpacaRevolution,9900,True
AlpacaRevolution,212680,True
AlpacaRevolution,346110,False
76561198071952798,381210,True
76561198071952798,265930,False
76561198071952798,218620,True
76561198071952798,205100,True
lol_ursuchanoob,218620,True
lol_ursuchanoob,12210,True
lol_ursuchanoob,220240,True
lol_ursuchanoob,17300,True
AMV72,206440,True
AMV72,209100,False
AMV72,209000,True
AMV72,218060,True
AMV72,24240,True
76561198085956238,224540,False
76561198085956238,242860,False
76561198085956238,47410,True
76561198085956238,34330,False
711armageddoncarmageddon,113020,True
711armageddoncarmageddon,105600,True
711armageddoncarmageddon,9480,True
76561198069560699,550,True
76561198069560699,259080,True
76561198069560699,72850,True
76561198069560699,8870,True
76561198099625419,230410,True
76561198099625419,200260,True
76561198099625419,19900,True
76561198099625419,241540,True
76561198099625419,220,True
AngryAinsley,317360,True
AngryAinsley,253030,True
AngryAinsley,295110,True
AngryAinsley,264710,True
ApexNZ,221640,True
ApexNZ,202170,True
ApexNZ,49520,True
ApexNZ,245490,True
ApexNZ,313120,True
76561198039441595,113020,False
76561198039441595,319510,False
76561198039441595,20,False
76561198039441595,209080,False
76561198039441595,223470,False
76561198039441595,417860,True
76561198039441595,269250,True
76561198039441595,313740,False
76561198039441595,8190,True
AppoGetsSuperAdmin,212500,True
AppoGetsSuperAdmin,570,False
AppoGetsSuperAdmin,104900,True
XABLAUziitu,214420,False
XABLAUziitu,105600,True
XABLAUziitu,440,True
XABLAUziitu,200210,True
76561198040530605,270210,True
76561198040530605,386070,True
76561198040530605,8930,True
76561198040530605,330830,True
76561198040530605,218230,True
76561198040530605,104900,True
76561198040530605,440,True
76561198040530605,240,True
76561197974500703,8980,True
76561197974500703,31270,True
76561197974500703,113200,True
76561197974500703,8190,True
76561197974500703,43000,True
76561197974500703,18700,False
76561197974500703,98800,True
76561197974500703,107100,True
76561197974500703,630,True
76561197974500703,57300,True
76561198047185525,213670,True
76561198047185525,218620,True
76561198047185525,226620,True
armouredmarshmallow,33230,True
armouredmarshmallow,239200,True
armouredmarshmallow,440,True
armouredmarshmallow,346900,True
armouredmarshmallow,363970,True
armouredmarshmallow,65790,True
armouredmarshmallow,72850,True
armouredmarshmallow,57300,True
armouredmarshmallow,230410,True
armouredmarshmallow,630,True
Mackus1011,211820,True
Mackus1011,380600,True
Mackus1011,22380,True
Mackus1011,252490,True
darkmassieh,47780,True
darkmassieh,377160,True
darkmassieh,4000,True
darkmassieh,107410,True
darkmassieh,230190,True
darkmassieh,435881,True
darkmassieh,490650,True
darkmassieh,391270,True
darkmassieh,301520,True
darkmassieh,227680,False
asianturtlefrenzy,246420,True
asianturtlefrenzy,289130,True
asianturtlefrenzy,234630,True
asianturtlefrenzy,253030,True
asianturtlefrenzy,249050,True
asianturtlefrenzy,418340,True
asianturtlefrenzy,223850,True
asianturtlefrenzy,263020,True
asianturtlefrenzy,287980,True
asianturtlefrenzy,245550,True
blowjobsfurdayzandgayz,570,True
blowjobsfurdayzandgayz,304050,False
blowjobsfurdayzandgayz,417860,True
blowjobsfurdayzandgayz,96100,False
76561198082992295,4000,True
76561198082992295,570,True
76561198082992295,440,True
76561198082992295,230410,True
assassin_warman,257850,True
assassin_warman,72850,True
assassin_warman,105600,True
assassin_warman,219150,True
assassin_warman,204450,True
assassin_warman,239140,True
assassin_warman,322500,False
assassin_warman,218620,True
assassin_warman,440,True
Astrelt,385770,True
Astrelt,252630,True
Astrelt,212200,True
Astrelt,218680,True
Astrelt,230410,True
Astrelt,4000,True
Astrelt,346900,True
Astrelt,440,True
Astrelt,387860,True
Astrelt,221640,True
omgihaveawebpage,630,True
omgihaveawebpage,223470,True
omgihaveawebpage,253430,True
omgihaveawebpage,620,True
omgihaveawebpage,4000,True
omgihaveawebpage,440,True
omgihaveawebpage,730,True
Swish0009,218620,True
Swish0009,203160,True
Swish0009,230410,True
Swish0009,219640,True
Swish0009,213850,True
Aurora99,72850,True
Aurora99,730,True
Aurora99,105600,True
Aurora99,550,True
Aurora99,369580,True
Aurora99,282440,False
Aurora99,1250,True
Aurora99,440,True
Aurora99,8400,True
76561198083375450,225640,True
76561198083375450,113420,True
76561198083375450,226700,False
76561198083375450,377160,True
76561198083375450,421770,False
76561198083375450,239220,True
76561198083375450,224600,True
auzmoz,17100,True
auzmoz,243870,True
auzmoz,223750,True
auzmoz,65980,True
auzmoz,236390,True
auzmoz,400250,True
auzmoz,296240,True
auzmoz,320,True
auzmoz,8500,True
76561198110293299,265930,True
76561198110293299,346110,True
76561198110293299,304930,True
76561198110293299,236390,True
de_triggered,270370,True
de_triggered,268650,True
de_triggered,224540,True
de_triggered,219640,True
de_triggered,233450,True
de_triggered,440,True
de_triggered,4000,True
de_triggered,236390,True
BAW_Killer,221100,True
BAW_Killer,287700,False
BAW_Killer,359550,False
crispymemesmantheyremyfavourite,230410,True
crispymemesmantheyremyfavourite,383980,True
crispymemesmantheyremyfavourite,304050,True
crispymemesmantheyremyfavourite,212680,True
76561198076548816,200210,True
76561198076548816,304930,False
76561198076548816,226700,True
76561198076548816,113020,True
76561198076548816,219740,True
chillrend,221100,True
chillrend,393010,True
chillrend,208090,True
chillrend,440,True
lukeyturley,730,True
lukeyturley,247730,False
lukeyturley,218230,True
76561198069458790,730,True
76561198069458790,265630,True
76561198069458790,440,True
76561198047208452,220240,True
76561198047208452,34900,True
76561198047208452,113200,True
generalale,239160,True
generalale,220240,True
generalale,440,True
brendoboy,630,True
brendoboy,218620,False
brendoboy,208090,False
brendoboy,230410,True
brendoboy,322330,True
brendoboy,241930,True
brendoboy,1250,True
76561198071234254,200210,True
76561198071234254,238460,True
76561198071234254,730,True
76561198071234254,105600,True
76561198071234254,440,True
76561197988934555,236390,True
76561197988934555,290300,True
76561197988934555,295110,True
76561197988934555,301520,True
Infixation,346560,True
Infixation,328220,True
Infixation,256410,True
Infixation,730,True
Infixation,252490,True
Infixation,203160,True
Infixation,39120,True
76561198067021476,730,True
76561198067021476,242760,True
76561198067021476,239140,True
76561198067021476,72850,True
76561198067021476,263280,True
BITCHPLESE,295110,True
BITCHPLESE,252490,False
BITCHPLESE,319630,True
76561198007342405,364360,True
76561198007342405,730,False
76561198007342405,236390,True
IJustWantedToTalk,4000,True
IJustWantedToTalk,550,False
IJustWantedToTalk,271590,False
IJustWantedToTalk,219640,True
IJustWantedToTalk,304930,True
IJustWantedToTalk,247730,False
mavros88,369200,False
mavros88,288470,True
mavros88,298110,False
mavros88,730,True
mavros88,282140,True
mavros88,323370,True
mavros88,209870,True
mavros88,216250,True
mavros88,50300,True
bitmat,300570,True
bitmat,201420,True
bitmat,220240,True
bitmat,211420,True
Ghoster09,206210,True
Ghoster09,570,True
Ghoster09,440,True
76561198057521157,344760,True
76561198057521157,251570,True
76561198057521157,290080,False
76561198057521157,313120,True
76561198057389499,222880,True
76561198057389499,252950,True
76561198057389499,318420,True
76561198057389499,225540,True
76561198057389499,4000,True
76561198057389499,440,True
Bluegills,293780,True
Bluegills,20530,True
Bluegills,208090,True
Bluegills,57300,True
Bluegills,39150,True
Bluegills,70,True
Bluegills,13210,True
Bluegills,22120,True
76561197970931849,449710,True
76561197970931849,204100,True
76561197970931849,319740,False
76561197999613236,251570,True
76561197999613236,271590,True
76561197999613236,24860,True
76561197999613236,333950,True
bobseagull,730,True
bobseagull,49520,True
bobseagull,242720,False
bobseagull,238460,True
bobseagull,251630,True
bobseagull,220240,True
bobseagull,4000,True
76561198073642113,550,True
76561198073642113,218620,True
76561198073642113,55140,True
76561198027225504,230410,True
76561198027225504,218620,True
76561198027225504,323470,True
76561198027225504,271290,True
76561198027225504,630,True
76561198027225504,10680,True
dicksoutforboromir,334230,True
dicksoutforboromir,48700,True
dicksoutforboromir,8930,True
dicksoutforboromir,474750,True
dicksoutforboromir,224260,True
dicksoutforboromir,570,True
dicksoutforboromir,252490,False
saint556,429720,True
saint556,340050,True
saint556,234190,True
saint556,261880,True
saint556,230840,True
saint556,263760,True
saint556,233190,True
brocky0405,6830,True
brocky0405,48700,True
brocky0405,383080,True
brocky0405,363970,True
brocky0405,730,True
brocky0405,440,True
brocky0405,212180,True
76561198046094676,72850,True
76561198046094676,4560,True
76561198046094676,203770,True
76561198046094676,17700,True
76561198046094676,25890,True
Vladimirputinisgreatman,385770,True
Vladimirputinisgreatman,72850,True
Vladimirputinisgreatman,383870,True
Vladimirputinisgreatman,22100,True
Vladimirputinisgreatman,8930,True
76561198105270589,268750,True
76561198105270589,304930,True
76561198105270589,4000,True
76561198105270589,440,True
Trutle,291550,True
Trutle,224760,True
Trutle,219640,True
BugsyBro,322910,True
BugsyBro,6060,True
BugsyBro,291480,False
BugsyBro,4920,True
BugsyBro,333930,True
BugsyBro,4000,True
76561198074561346,274940,True
76561198074561346,311690,True
76561198074561346,8980,True
76561198074561346,730,True
76561198074561346,266840,True
76561198074561346,344760,True
76561198074561346,72850,True
76561198074561346,440,True
76561198094074209,246620,True
76561198094074209,226700,True
76561198094074209,393420,True
busternut,237870,True
busternut,224540,True
busternut,386360,True
busternut,248570,True
busternut,12120,True
C14M8S,200210,True
C14M8S,620,True
C14M8S,211820,True
C14M8S,570,False
C14M8S,42910,False
C14M8S,219640,False
C14M8S,550,False
C14M8S,99900,False
C14M8S,240,True
C14M8S,218620,True
1122305938,211820,True
1122305938,8870,True
1122305938,24860,True
1122305938,250420,False
Cabey64,255710,True
Cabey64,220200,True
Cabey64,440,True
Cabey64,2700,True
Punixa,287700,True
Punixa,374301,True
Punixa,366660,True
Punixa,207140,True
Punixa,259080,True
Punixa,353560,False
Punixa,405170,True
76561198081987102,242880,True
76561198081987102,394230,True
76561198081987102,107100,True
calii,378648,True
calii,292030,True
calii,440,True
camduman,408740,False
camduman,413150,True
camduman,109600,True
camduman,303210,True
camduman,440,True
aquelecaraqfazaquilo,205350,False
aquelecaraqfazaquilo,330840,True
aquelecaraqfazaquilo,218230,False
aquelecaraqfazaquilo,19000,True
aquelecaraqfazaquilo,242050,True
aquelecaraqfazaquilo,218620,False
aquelecaraqfazaquilo,323500,True
aquelecaraqfazaquilo,12210,True
aquelecaraqfazaquilo,50650,True
aquelecaraqfazaquilo,206420,True
76561197992910116,267750,True
76561197992910116,259720,True
76561197992910116,293920,True
76561197992910116,248310,True
76561197992910116,49520,True
76561197992910116,238430,True
76561198062276935,221100,False
76561198062276935,730,True
76561198062276935,10680,True
76561198048121243,252490,True
76561198048121243,49520,True
76561198048121243,219640,True
ConkerBirdy,391540,True
ConkerBirdy,433950,True
ConkerBirdy,239140,True
ConkerBirdy,346010,True
76561198070072786,417860,True
76561198070072786,265930,True
76561198070072786,400,True
76561198067721589,435870,False
76561198067721589,275850,False
76561198067721589,220200,True
76561198067721589,304930,True
carouserwhite,4000,True
carouserwhite,17520,True
carouserwhite,109400,True
Lord_Casso,287920,True
Lord_Casso,323370,True
Lord_Casso,384490,True
76561198045283919,232810,False
76561198045283919,244410,True
76561198045283919,394360,False
76561198072411281,17480,True
76561198072411281,332800,True
76561198072411281,319510,True
76561198072411281,105600,True
ElementalGodChaos,230410,True
ElementalGodChaos,39000,True
ElementalGodChaos,570,True
ElementalGodChaos,263500,True
ElementalGodChaos,440,False
ElementalGodChaos,20500,True
mexz1999,730,False
mexz1999,221180,True
mexz1999,313740,True
IchMasKung,301520,True
IchMasKung,227940,False
IchMasKung,35450,True
IchMasKung,302830,True
HoxtonPleaseDontSueMe,219740,True
HoxtonPleaseDontSueMe,242760,True
HoxtonPleaseDontSueMe,40800,True
HoxtonPleaseDontSueMe,113200,True
HoxtonPleaseDontSueMe,391540,True
HoxtonPleaseDontSueMe,389570,True
HoxtonPleaseDontSueMe,440,True
76561198051215704,252490,True
76561198051215704,8870,True
76561198051215704,203160,True
cheetahpocalypse,72850,True
cheetahpocalypse,221100,True
cheetahpocalypse,440,True
chicken_tonight,286160,True
chicken_tonight,227940,True
chicken_tonight,313120,True
chicken_tonight,220200,True
chicken_tonight,285900,True
chicken_tonight,1840,True
chicken_tonight,206190,True
chicken_tonight,268650,True
chicken_tonight,304930,True
chicken_tonight,223670,True
chidvd,107100,True
chidvd,420,True
chidvd,400,True
chidvd,239720,True
chidvd,224060,True
chidvd,376560,True
chidvd,290750,True
chidvd,220,True
76561198097450390,25890,False
76561198097450390,4000,True
76561198097450390,42960,True
76561198097450390,304930,False
SmeshDoge,17080,True
SmeshDoge,218230,True
SmeshDoge,440,True
SmeshDoge,730,True
SmeshDoge,49520,True
SmeshDoge,6860,True
76561198062869989,204360,True
76561198062869989,570,True
76561198062869989,730,True
76561198062869989,206210,True
76561198142474106,4000,True
76561198142474106,363620,False
76561198142474106,397340,True
76561198142474106,107410,False
ciborg2000,329650,True
ciborg2000,107410,True
ciborg2000,203290,False
ciborg2000,72850,True
ciborg2000,391540,False
ciborg2000,304050,True
ciborg2000,620,True
Norf_Norf,364360,True
Norf_Norf,22380,True
Norf_Norf,6020,True
Norf_Norf,224260,True
Norf_Norf,221100,True
Norf_Norf,35450,True
Norf_Norf,246620,True
Norf_Norf,105600,True
Norf_Norf,4000,True
Norf_Norf,211820,False
76561198056339034,319510,False
76561198056339034,292030,True
76561198056339034,20920,True
76561198056339034,206420,True
OfficialSenix,312280,True
OfficialSenix,417860,False
OfficialSenix,440,True
OfficialSenix,311210,False
OfficialSenix,227940,False
OfficialSenix,730,True
OfficialSenix,4000,False
OfficialSenix,273110,False
OfficialSenix,570,False
OfficialSenix,224260,True
mike14476,8870,True
mike14476,200510,True
mike14476,22380,True
kelby003,322500,True
kelby003,4000,True
kelby003,238460,True
kelby003,225540,True
76561198071207551,440,True
76561198071207551,105600,True
76561198071207551,264200,True
76561198071207551,42680,True
76561198071207551,354140,True
76561198071207551,4000,True
76561198071207551,218230,True
76561198061039259,550,True
76561198061039259,208090,True
76561198061039259,34830,False
76561198043339975,252950,True
76561198043339975,203140,True
76561198043339975,202970,True
76561198043339975,47410,False
76561198043339975,252490,False
76561198043339975,204450,True
SirParadiseLost,239030,True
SirParadiseLost,41700,True
SirParadiseLost,218620,False
SirParadiseLost,24240,True
SupermanSocks17,200510,True
SupermanSocks17,325610,True
SupermanSocks17,203140,True
SupermanSocks17,39120,True
SupermanSocks17,72850,True
SupermanSocks17,570,True
SupermanSocks17,261030,True
76561198061456632,385730,True
76561198061456632,8930,True
76561198061456632,301640,True
76561198061456632,223850,True
76561198049614185,223710,True
76561198049614185,236390,True
76561198049614185,244450,True
76561198049614185,8190,False
76561198049614185,41700,True
76561198049614185,50130,True
76561198049614185,227940,True
76561198049614185,51100,False
76561198049614185,22380,True
76561198046958203,35420,True
76561198046958203,275850,False
76561198046958203,221100,True
76561198046958203,353690,True
76561198046958203,238430,True
76561198046958203,208090,True
76561198046958203,24240,True
76561198046958203,224260,True
76561198172099661,440,True
76561198172099661,4000,True
76561198172099661,265630,True
ConjuredMadness,219740,True
ConjuredMadness,228180,True
ConjuredMadness,209160,True
ndrss,255480,True
ndrss,11610,True
ndrss,4000,True
ndrss,323370,True
Cosmonaut123456789,440,True
Cosmonaut123456789,12110,True
Cosmonaut123456789,221100,True
76561198107928649,202970,True
76561198107928649,730,True
76561198107928649,4000,False
76561198104404617,383080,True
76561198104404617,105600,True
76561198104404617,304930,True
76561198104404617,440,True
76561198104404617,211820,True
76561198104404617,17520,True
76561198071955492,330830,True
76561198071955492,214490,True
76561198071955492,2600,True
76561198071955492,330840,True
76561198071955492,282070,True
76561198071955492,230230,True
76561198071955492,207610,True
76561198071955492,70,True
76561198071955492,20900,True
bruhbruhxd,311210,True
bruhbruhxd,242760,True
bruhbruhxd,221100,True
Crazymac123,252490,True
Crazymac123,221100,True
Crazymac123,291480,True
Crazymac123,230410,True
CrimsonStormFTW,33930,True
CrimsonStormFTW,371190,True
CrimsonStormFTW,730,False
76561198067214601,224540,True
76561198067214601,263020,True
76561198067214601,207140,True
76561198067214601,67370,True
76561198067214601,250600,True
76561198067214601,205100,True
76561198017913139,227680,False
76561198017913139,251570,True
76561198017913139,264710,True
76561198017913139,263440,False
SSAANNEESS,218620,False
SSAANNEESS,251990,True
SSAANNEESS,230410,True
SSAANNEESS,227280,True
SSAANNEESS,311690,False
76561198107811819,224260,True
76561198107811819,304930,True
76561198107811819,346120,True
76561198107811819,22120,True
76561198107811819,212800,True
76561198107811819,241640,True
76561198042921883,273350,True
76561198042921883,379720,True
76561198042921883,242760,True
76561198042921883,364360,True
76561198042921883,241930,True
76561198042921883,251570,True
kanekicg,423880,True
kanekicg,207610,True
76561198084976671,8930,True
76561198084976671,4700,True
76561198084976671,10500,True
76561198084976671,22370,True
DKA013,208090,True
DKA013,72850,True
DKA013,201700,False
76561198074763789,203160,True
76561198074763789,242920,True
76561198074763789,314020,False
76561198074763789,223470,True
76561198074763789,57690,True
76561198074763789,317360,True
76561198074763789,233130,True
BlitzGames,249130,True
BlitzGames,440,True
BlitzGames,204300,True
76561197992227006,301520,False
76561197992227006,227680,True
76561197992227006,208090,False
76561197992227006,239070,True
76561198070775610,48700,True
76561198070775610,48705,True
76561198070775610,113020,True
76561198070775610,440,True
76561198101576470,208090,True
76561198101576470,440,True
76561198101576470,105600,True
76561198101576470,304930,True
76561198101576470,4000,True
Dante69123,374320,False
Dante69123,58610,False
Dante69123,432020,True
Dante69123,301520,True
DareTheSeal,233250,True
DareTheSeal,48700,True
DareTheSeal,236390,True
blackcheeze,322170,True
blackcheeze,24720,True
blackcheeze,216150,True
blackcheeze,105600,True
76561198021814659,224500,True
76561198021814659,416670,False
76561198021814659,280790,True
76561198021814659,233860,True
76561198078913614,312990,True
76561198078913614,550,True
BOBROSSJPEGEXE,287450,True
BOBROSSJPEGEXE,105450,True
BOBROSSJPEGEXE,221380,True
BOBROSSJPEGEXE,105600,True
blablabla174,304930,True
blablabla174,570,True
blablabla174,730,True
76561198046045640,730,True
76561198046045640,440,True
76561198046045640,57690,True
76561198046045640,55140,True
76561198046045640,22380,True
76561198046045640,4560,True
